# dom_assign_file=gen_genF/genomes_refseq_nr_22122016_size250_cover10.faa.out.hmmsearch.tab
# list_file=Feli.txt
# RefSeq_file=assembly_refseq.nr2016.txt
# PSEUDOCOUNT=0.8

# number of taxa in Feli.txt = 32

	PF00032	PF00033	PF00034	PF00115	PF00116	PF00355	PF00378	PF00465	PF00501	PF00510	PF00550	PF00668	PF01106	PF01154	PF01521	PF01592	PF01794	PF02167	PF02421	PF02535	PF03169	PF03264	PF07664	PF07670	PF08022	PF08030	PF08540	PF09699	PF10399	PF11854	PF13434	PF13523	PF14522
Pseudomonas fluorescens PICF7	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	1	0	1
Muricauda lutaonensis	0	0	1	1	0	1	1	1	1	1	1	0	1	0	1	0	0	0	1	1	0	0	1	1	0	1	0	0	0	0	1	0	1
Bifidobacterium angulatum	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0
Alcaligenes faecalis	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0	0	1	1	1	0	0	0	0	1	1	0
Rhizobium sp. NT-26	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	0	1	0	0	1	1	0	1	1	0	1	0	1
Oleispira antarctica RB-8	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	1	1	1	1	0	1	1	1	1	1	0	1	1	0	1	0	1
Acholeplasma brassicae	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	1	0	1	1	0	0	1	1	0	0	0	0	0	0	1	0	0
Acholeplasma palmae J233	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0
Magnetospira sp. QH-2	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1	0	0	0	1	1	0	1	0	1
Xenorhabdus poinarii G6	0	0	0	1	1	0	1	1	1	1	1	1	1	0	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0
Xenorhabdus doucetiae	0	0	0	1	1	0	1	1	1	1	1	1	1	0	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	1	1
Clostridium scatologenes	0	0	0	0	0	0	1	1	1	0	1	1	1	0	1	1	0	0	1	1	1	0	1	1	0	0	0	0	0	0	1	1	0
Methylomicrobium alcaliphilum 20Z	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	0	1	1	1	1	0	1	1	0	1	0	1
Janthinobacterium sp. B9-8	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	0	1	1
Methanosarcina thermophila TM-1	0	0	0	0	0	1	0	1	1	0	1	0	0	0	1	1	0	0	1	0	0	0	1	1	0	0	1	0	0	0	1	0	0
Methanosarcina vacuolata Z-761	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	0	0	0	1	0	0
Methanosarcina sp. WWM596	0	0	0	0	0	1	0	1	1	0	1	0	0	1	1	1	0	0	1	0	0	0	1	1	0	0	1	1	0	0	1	0	0
Methanosarcina barkeri MS	0	0	0	0	0	0	0	1	1	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	0	0	0	1	1	0
Methanosarcina sp. MTP4	0	0	0	0	0	1	0	1	1	0	1	0	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	0	0	0	1	0	0
Methanosarcina siciliae T4/M	0	0	1	0	0	1	0	1	1	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	1	1	1	0	0	0	1	1	1
Methanosarcina lacustris Z-7289	0	0	1	0	0	0	0	1	1	0	1	0	0	0	1	1	0	0	1	0	0	0	1	1	0	0	1	0	0	0	1	0	1
Methanosarcina horonobensis HB-1 = JCM 15518	0	0	1	0	0	1	0	1	1	0	1	0	0	0	1	1	1	0	1	0	0	0	1	1	0	0	1	0	0	0	1	0	1
Methanosarcina barkeri 3	0	0	0	0	0	1	0	1	1	0	1	1	0	0	1	1	0	0	1	0	0	0	1	1	0	0	1	0	0	0	1	1	0
Methanococcoides methylutens MM1	0	0	1	0	0	1	0	1	1	0	1	0	0	0	1	1	0	0	1	0	0	0	1	1	1	1	0	1	0	0	1	0	1
Bacillus endophyticus	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	1	0	0	0	1	0	1	0	0	0	0	1	1	0
Xanthomonas campestris	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	0	1	1	1	1	1	0	1	1	0	1	0	1	1	0	1	0	0
Verrucomicrobia bacterium IMCC26134	0	0	1	1	1	1	1	1	1	1	1	1	0	0	1	0	0	0	1	0	0	1	1	1	0	0	0	1	0	0	1	0	1
Pseudoxanthomonas suwonensis	1	1	1	1	1	1	1	0	1	1	1	0	1	0	1	0	1	1	1	1	0	1	0	1	0	0	0	1	1	0	1	0	0
Sneathia amnii	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0
Zobellia galactanivorans	0	0	1	1	1	1	1	1	1	1	1	0	1	0	1	0	0	0	1	1	0	0	1	1	0	1	0	1	0	1	1	0	1
Blochmannia endosymbiont of Polyrhachis (Hedomyrma) turneri	0	0	0	1	1	0	0	0	0	1	1	0	1	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0
Pasteurella multocida subsp. multocida OH4807	0	0	1	0	0	0	1	1	1	0	1	0	1	0	1	1	1	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	1
Blochmannia endosymbiont of Camponotus (Colobopsis) obliquus	0	0	0	1	1	0	0	0	0	1	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Polynucleobacter duraquae	0	0	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	1	0	1
Clostridium sporogenes	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	1	0	0	1	1	0	0	1	1	0	0	0	0	0	0	1	1	0
Pontibacter korlensis	0	0	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	0	1	1	0	0	1	1	0	1	0	0	0	1	1	1	1
Spirosoma radiotolerans	0	0	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	1	0	1	0	1	1	0	1	0	0	0	0	1	1	1
Corynebacterium camporealensis	0	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	0	0	1	1	0	0	1	1	0	0	0	0	0	0	1	1	0
Corynebacterium kutscheri	0	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	1	1	0
Candidatus Methylopumilus planktonicus	1	1	1	1	1	1	0	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	1	0	0	0	0	1	0	1	0	0
Lactococcus piscium MKFS47	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	1	0
Candidatus Filomicrobium marinum	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	0	1	1	0	1	1	0	0	0	0	0	1	1	0	1	1	1
Paenibacillus riograndensis SBR5	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	1	0	0	1	1	0	0	0	0	0	0	1	1	0
Kangiella geojedonensis	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	1	0	0	0	1	0	0	0	0	1	0	1	1	0
Microcystis aeruginosa NIES-2549	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Citrobacter amalonaticus Y19	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	0	1	1	0	1	1	1
Rhodococcus aetherivorans	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0
Sulfurovum lithotrophicum	1	1	1	1	1	1	1	1	1	0	1	0	1	0	0	1	0	1	1	0	0	0	1	1	0	0	0	1	0	1	1	0	1
Mycoplasma canis	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0
Myxococcus fulvus 124B02	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	0	1	1	1	0	0	1	1	1
Streptomyces xiamenensis	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0
Thermofilum sp. 1807-2	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	1	0	0
Paenibacillus durus ATCC 35681	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	1	0
Salinicoccus halodurans	0	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	0	1	1	0	0	0	1	1	0	0	0	0	0	1	1	0
Serratia fonticola	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1
Geoglobus ahangari	0	0	0	1	0	0	1	1	1	0	0	0	1	0	0	1	0	0	1	1	0	1	1	1	0	0	0	1	0	0	1	0	1
Sedimenticola thiotaurini	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	0	1	0	1
Nitrosomonas communis	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	0	1	0	0	0	1	0	1	1	1	1	1	1
'Deinococcus soli' Cha et al. 2014	1	1	1	1	1	1	1	0	1	1	1	0	0	0	1	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0
Altererythrobacter atlanticus	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	1	1	1	0	0	0	1	1	1	1	0	0	1	1	1	1	0
Photorhabdus temperata subsp. thracensis	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0
Pandoraea apista	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	1	0	0	0	0	1	0	1	1	0
Spongiibacter sp. IMCC21906	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	0	0	1	1	0	1	0	1	1	1	1	1	1
Streptomyces sp. CNQ-509	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0
Edwardsiella tarda	0	0	1	0	0	0	1	1	1	0	1	0	1	0	1	1	1	0	1	1	0	1	1	1	0	0	0	1	0	0	1	1	1
Halanaeroarchaeum sulfurireducens	0	0	0	0	0	0	1	1	1	0	0	0	1	1	0	1	0	0	1	1	0	0	1	1	0	0	1	0	0	0	0	0	0
Hoeflea sp. IMCC20628	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	0	0	0	0	0	1	1	0	1	1	0	1	0	1
[Polyangium] brachysporum	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	1	0	0	0	0	0	1	1	1	1	0	0
Kiritimatiella glycovorans	0	0	0	0	0	0	0	1	1	0	1	1	1	1	0	1	0	0	1	1	0	0	1	1	0	0	1	0	0	0	1	0	0
Thioalkalivibrio versutus	1	1	1	1	0	1	0	1	1	0	1	0	1	0	1	1	1	1	1	1	0	0	0	1	1	0	0	0	1	0	1	1	0
Corynebacterium mustelae	0	1	1	1	1	1	1	0	1	1	1	0	0	0	1	1	0	0	1	0	1	0	1	1	0	1	0	0	0	0	1	0	0
Corynebacterium epidermidicanis	0	1	1	1	1	1	1	0	1	1	1	0	0	0	1	1	0	0	1	1	0	0	1	1	0	0	0	0	0	0	1	0	0
Corynebacterium testudinoris	0	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	0	0	1	1	0	0	1	1	0	1	0	0	0	0	1	1	0
Corynebacterium uterequi	0	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0
Candidatus Liberibacter africanus PTSAPSY	0	0	0	1	1	0	0	0	0	1	1	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0
Mycobacterium sp. EPa45	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	0	0	0	0	0	1	0	0	0	0	1	1	0
Xanthomonas translucens pv. undulosa	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	0	1	1	0	0	0	0	1	1	1	0	0
Chryseobacterium gallinarum	0	0	1	1	0	0	1	1	1	0	1	1	1	1	1	0	0	0	1	1	0	0	1	1	0	1	1	0	0	0	1	1	1
Kluyvera intermedia	0	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	0	0	1	1	0	0	0	0	0	0	1	1	0
Citrobacter freundii	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	0	0	0	1	1	0	1	1	1
Actinobacteria bacterium IMCC26256	0	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Bifidobacterium catenulatum DSM 16992 = JCM 1194 = LMG 11043	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Bifidobacterium pseudocatenulatum DSM 20438 = JCM 1200 = LMG 10505	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Pragia fontium	0	0	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	0	1	1	1	1	1	1	0	0	0	1	0	0	1	1	1
Kosmotoga pacifica	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	1	1	0	1	1	1	0	0	0	1	0	0	1	1	1
Archangium gephyra	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	0	1	1	1	0	0	1	1	1
Endomicrobium proavitum	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	1	0	0	1	1	0	0	1	1	0	0	0	0	0	0	1	0	0
Geobacillus sp. 12AMOR1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	0	1	1	0	0	1	1	0	0	0	0	0	0	1	1	0
Altererythrobacter marensis	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	1	1	1	0	0	0	1	1	0	0	0	0	0	0	1	1	0
Staphylococcus capitis subsp. capitis	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	0	0	1	0	0	1	0	0	0	1	1	0
Burkholderia pyrrocinia	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	0	0	0	0	0	1	0	1	1	0	1	1	0
Croceicoccus naphthovorans	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	0	0	0	1	1	0	0	0	1	1	0	1	0	1
Pandoraea faecigallinarum	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	0	1	1	0
Spiroplasma eriocheiris CCTCC M 207170	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0
Clostridium carboxidivorans P7	0	0	0	0	0	1	1	1	1	0	1	1	1	0	1	1	0	0	1	1	1	0	1	1	0	0	0	0	0	0	1	1	0
Lactobacillus acetotolerans	0	0	0	0	0	0	1	1	1	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0
Bifidobacterium scardovii JCM 12489 = DSM 13734	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0
Parascardovia denticolens DSM 10105 = JCM 12538	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0
Scardovia inopinata JCM 12537	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0
Clostridium aceticum	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	1	0	0	1	1	0	0	1	1	0	0	0	1	0	0	1	1	1
Marinovum algicola DG 898	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	1	1	1	1	0	0	0	0	0	0	0	1	1	0	1	0	1
Yersinia aleksiciae	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	0	0	1	1	1	0	0	0	1	0	0	1	1	1
Bacillus smithii	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	0	1	0	1	0	1	1	0	1	0	0	0	0	1	1	0
Cyclobacterium amurskyense	0	0	1	1	1	0	1	1	1	1	1	1	1	0	1	0	1	0	1	1	0	0	1	1	0	1	0	1	0	0	1	1	1
Lactobacillus koreensis	0	0	0	0	0	0	0	1	1	0	1	1	0	1	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0
Lactobacillus ginsenosidimutans	0	0	0	1	0	0	1	1	1	0	1	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0
Thauera humireducens	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	0	1	1	1
Coxiella-like endosymbiont	0	0	0	1	0	0	1	0	1	1	1	0	0	0	1	1	0	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0
Erythrobacter atlanticus	1	1	1	1	1	1	1	0	1	1	1	0	1	0	1	0	1	1	1	1	0	0	1	1	0	0	0	0	1	1	1	0	0
Rufibacter sp. DG31D	0	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	0	0	1	1	0	0	1	1	0	1	0	1	0	1	1	0	1
Bordetella hinzii	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	0	0	1	1	1	0	0	0	1	1	1	0
Synechococcus sp. WH 8103	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Methylophilus sp. TWE2	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	1	0	1	0	0	1	0	1	0	0
Devosia sp. H5989	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0
Planococcus sp. L10.15	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0
Pseudomonas trivialis	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	0	0	1	0	0	0	1	1	0	1	0	0
Mycobacterium goodii	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	1	0
Anoxybacillus gonensis	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	0	1	1	0	1	1	1	0	0	0	1	0	0	1	0	1
Wenzhouxiangella marina	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	1	1	0	1
Octadecabacter temperatus	1	1	1	1	1	1	1	0	1	1	1	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0
Staphylococcus schleiferi	0	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	1	0	0	1	1	0	0	0	0	0	0	1	0	0
Chondromyces crocatus	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	1	1	1	0	0	1	1	1
Eubacterium sulci ATCC 35585	0	0	0	0	0	0	1	1	1	0	1	0	1	0	0	1	1	0	1	0	1	0	1	1	0	0	0	0	0	0	1	1	0
Olsenella sp. oral taxon 807	0	0	0	0	0	0	1	1	1	0	1	0	1	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	1	0	0
Arsenicicoccus sp. oral taxon 190	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	0	1	1	1	1	1	1	0	0	0	1	0	0	1	0	0
Selenomonas sp. oral taxon 478	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0	1	1	1	1	0	0	0	0	0	1	0	0	1	0	1
Campylobacter gracilis	1	1	1	1	1	1	0	0	1	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	1
Campylobacter ureolyticus RIGS 9880	1	1	1	1	0	1	0	0	1	0	1	0	1	0	0	1	0	0	1	0	0	1	1	1	0	0	0	1	0	0	1	0	1
Azoarcus sp. CIB	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	1	0	1	1	1	0	1	1	1	1	1	1
Luteipulveratus mongoliensis	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	1	0
Haloferax gibbonsii	1	1	0	1	1	1	1	1	1	1	0	0	1	1	1	1	0	0	1	1	0	0	0	1	0	0	1	0	0	0	1	1	0
Massilia sp. NR 4-1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	0	1	1	0
Prevotella fusca JCM 17724	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0	1	1	1
Actinomyces meyeri	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Ottowia sp. oral taxon 894	1	1	1	1	0	1	1	0	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	0	0	0	1	0	1	1	0
Vulgatibacter incomptus	0	0	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	0	1	1	1	1	0	1	0	0	0	1	0	0	1	0	1
Bifidobacterium actinocoloniiforme DSM 22766	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0
Microbacterium sp. CGR1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0
Oblitimonas alkaliphila	1	1	1	1	0	1	1	1	1	0	1	0	1	0	1	1	1	1	1	0	0	0	0	1	1	0	0	1	1	0	1	0	0
Enterococcus durans	0	0	0	0	0	0	0	1	1	0	1	0	0	1	1	1	0	0	1	1	0	0	1	1	0	0	1	0	0	0	1	1	0
Streptomyces ambofaciens ATCC 23877	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0
Herbaspirillum hiltneri N3	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	0	1	1	0	0	0	0	0	0	1	0	0
Chelatococcus sp. CO-6	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	1	0	0	1	0	0	1	1	0	1	1	1
Nitrospira moscoviensis	1	1	1	1	0	1	1	0	1	0	1	1	1	0	1	1	0	0	1	1	1	1	0	0	0	0	0	1	0	0	1	0	1
Leptotrichia sp. oral taxon 212	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	1	0	1	0	1	1	0	0	1	0	0	0	1	0	0
Stenotrophomonas maltophilia	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	0	0	1	1	1	1	0	1	1	0	0	0	0	1	1	1	1	0
Spiroplasma kunkelii CR2-3x	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Corynebacterium lactis RW2-5	0	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	0	1	0	0	0	1	1	0	0	1	0	0	0	1	0	0
Kocuria palustris	0	1	1	0	1	1	1	1	1	1	1	0	0	0	1	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	1	0
Francisella persica ATCC VR-331	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0
Cronobacter muytjensii ATCC 51329	0	0	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	0	1	1	0	0	1	1	0	0	0	0	0	0	1	1	0
Cronobacter condimenti 1330	0	0	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	0	1	1	0	0	1	1	0	0	0	0	0	0	1	1	0
Anabaena sp. wa102	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0
Corynebacterium deserti GIMN1.010	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0
Sphingopyxis sp. 113P3	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	1	0	1	1	0	0	0	1	1	0	1	1	1
Desulfuromonas soudanensis	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	1	0	1	1	1	0	1	1	1	0	0	0	1	0	1	1	1	1
Streptomyces pristinaespiralis	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	1	0
Streptomyces sp. CFMR 7	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	0	0	0	0	0	1	0	0	0	0	1	1	0
Acinetobacter sp. TTH0-4	0	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	1	0	0	1	1	0	1	0	0	0	0	1	0	0
Actinomyces sp. oral taxon 414	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Clavibacter michiganensis subsp. capsici	0	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0
Hymenobacter sp. DG25A	0	0	1	1	1	0	1	1	1	1	1	0	1	0	1	1	0	0	1	1	0	0	1	1	0	1	0	0	0	0	1	1	1
Spiroplasma cantharicola	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Arthrobacter sp. LS16	0	1	1	1	1	1	1	0	1	1	1	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0
Arthrobacter sp. ERGS1:01	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0
Candidatus Thioglobus singularis PS1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0
Bartonella ancashensis	0	0	1	1	1	0	0	0	1	1	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Cupriavidus gilardii CR3	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	0	0	1	1	0	0	0	0	1	0	1	1	0
Altererythrobacter epoxidivorans	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	0	1	1	0	0	0	1	1	0	0	0	0	1	0	1	0	0
