# dom_assign_file=gen_genF/genomes_refseq_nr_22122016_size150_cover10.faa.out.hmmsearch.tab
# list_file=Metlist.txt
# RefSeq_file=assembly_refseq.nr2016.txt
# PSEUDOCOUNT=0.8

# number of taxa in Metlist.txt = 90

	PF00037	PF00067	PF00115	PF00116	PF00117	PF00120	PF00142	PF00146	PF00148	PF00173	PF00174	PF00175	PF00194	PF00208	PF00296	PF00310	PF00329	PF00346	PF00361	PF00374	PF00384	PF00420	PF00441	PF00484	PF00499	PF00507	PF00662	PF00696	PF00795	PF00871	PF00970	PF00988	PF01011	PF01058	PF01077	PF01208	PF01266	PF01493	PF01515	PF01568	PF01571	PF01645	PF01913	PF01993	PF02007	PF02142	PF02239	PF02240	PF02241	PF02249	PF02289	PF02315	PF02335	PF02461	PF02552	PF02560	PF02663	PF02665	PF02741	PF02745	PF02771	PF02783	PF02786	PF02787	PF02812	PF02975	PF03060	PF03063	PF03069	PF03139	PF03201	PF03404	PF03460	PF03598	PF03599	PF03951	PF04060	PF04206	PF04207	PF04208	PF04210	PF04211	PF04267	PF04268	PF04324	PF04422	PF04432	PF04879	PF04898	PF05088	PF05369	PF05440	PF06253	PF06433	PF07732	PF07969	PF07992	PF08669	PF09472	PF09505	PF09723	PF10621	PF11576	PF11844	PF12176	PF12800	PF12838	PF13187	PF13247	PF13360	PF13442	PF13447	PF13484	PF13510	PF13522	PF13806	PF14691	PF14710	PF14711
Limnohabitans sp. 63ED37-2	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	1	1	1	0	0	1	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1	0	0
Limnohabitans sp. 103DPR2	1	1	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	1	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	1	1	1	1	0	0	1	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1
Massilia sp. WG5	1	1	1	1	1	1	1	1	0	0	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1	1	1	1	0	0	1	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1	0	0
Pyrodictium delaneyi	1	0	1	0	1	1	0	1	0	0	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1	0	0	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	0	1	0	0	0	0
Pedobacter sp. PACM 27299	1	0	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	1	1	1	1	1	0	1	0	1	1	1	0	0
Caulobacter henricii	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	1	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	1	1	0	1	1	0	1	1	1	1	1	0	0
Agarivorans gilvus	1	0	1	1	1	1	1	0	1	0	0	1	0	0	0	1	0	0	1	0	1	1	1	1	0	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	1	1	1	0	0	1	0	0	1	0	1	1	1	0	1	1	0	1	0	1	1	1	0	0
Paenibacillus bovis	1	1	1	1	1	1	1	0	0	0	1	1	1	0	1	1	0	0	1	0	1	1	0	1	0	0	0	1	1	1	1	1	0	0	1	1	1	1	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	1	1	1	0	1
Sediminicola sp. YIK13	1	1	1	1	1	1	0	0	0	0	1	1	0	1	0	1	0	0	1	0	1	0	1	1	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	1	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	1	1	0	1	1	0	1	0	1	0	1	0	0
Nonlabens sp. MIC269	1	1	1	1	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	1	1	0	0	0	1	1	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	1	1	0	0	1	0	1	0	1	0	0	0	0
Halomonas huangheensis	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	1	0	1	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	1	1	1	0	0	0	1	1	0	0	0	0	1	1	1	1	0	0	1	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1	0	1
Staphylococcus equorum	1	0	1	1	1	1	1	0	0	0	0	1	0	1	1	1	0	0	1	0	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	1	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	1	1	1	0	0	0	1	1	1	1	1	0	1
Alteromonas stellipolaris LMG 21856	1	1	1	1	1	1	1	0	0	0	1	1	0	1	1	1	0	0	0	0	1	0	1	1	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	1	1	0	1	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	1	1	1	0	0	1	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	1	1	0	1	1	0	1	0	1	1	1	0	0
Fusobacterium nucleatum subsp. polymorphum	1	0	0	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	1	0	0	1	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	1	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	1	0	0	0	0
Aneurinibacillus sp. XH2	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	1	1	0	0	1	0	1	1	1	0	0	0	0
Lysobacter antibioticus	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1	1	1	1	0	0	1	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1	0	0
Aureimonas sp. AU20	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	1	1	1	0	1	0	1	1	1	1	1	0	0
Lysobacter capsici	1	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1	1	1	1	0	0	1	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1	0	0
Lysobacter gummosus	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1	1	1	1	0	0	1	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1	0	0
Staphylococcus agnetis	1	1	1	1	1	1	1	0	0	0	0	1	0	1	1	1	0	0	1	0	1	1	1	1	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	1	1	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	1	1	0	0	0	1	0	1	1	1	1	1
bacterium L21-Spi-D4	1	0	1	1	1	1	1	1	0	0	0	1	1	1	0	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	1	1	1	0	1	0	1	1	1	0	1	0	0
Lactobacillus paraplantarum	0	0	0	0	1	1	1	0	0	1	0	0	1	1	1	0	0	0	0	0	1	0	1	0	0	0	0	1	1	1	0	1	0	0	0	0	1	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1
Colwellia sp. MT41	1	0	1	1	1	1	1	1	0	0	1	1	0	1	0	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	1	1	0	1	1	0	1	0	1	1	1	0	0
Pseudoalteromonas phenolica	1	1	1	1	1	1	1	0	0	0	0	1	0	1	0	1	0	0	1	0	0	1	1	1	0	0	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	1	1	0	1	1	0	1	0	1	0	1	0	0
Pseudohongiella spirulinae	1	1	1	1	1	1	1	0	0	0	1	1	0	1	1	1	0	0	1	0	0	1	1	1	0	0	1	1	1	0	1	1	1	0	1	1	1	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	1	1	1	0	0	1	0	0	0	0	0	1	1	0	1	1	0	1	0	1	0	1	0	0
Prevotella enoeca	1	0	0	0	1	1	1	1	0	0	0	1	0	1	0	0	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	0	1	0	0	0	0	1	0	1	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	1	0	1	0	0	1	0	1	0	1	0	0
Aeromonas schubertii	1	0	1	1	1	1	1	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1	0	0
Fusobacterium hwasookii ChDC F206	1	0	0	0	1	1	1	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	1	0	0	1	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	1	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	1	0	0	0	0
Nitrosomonas ureae	1	1	1	1	1	1	0	1	0	0	0	1	1	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	1	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	0	0	0	0	1	1	1	0	1	1	1	1	1	1	0	0	0	0
Clostridium butyricum	1	0	0	0	1	1	1	0	1	0	0	1	0	1	0	1	0	0	0	0	1	0	1	1	0	0	0	1	1	1	1	1	0	0	1	0	1	1	1	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	1	1	0	1	0	0
Sphingobium baderi	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	1	1	0	1	1	0	1	0	1	1	1	0	0
Chryseobacterium sp. IHB B 17019	1	0	1	0	1	1	1	1	0	0	0	1	1	1	1	0	1	1	1	0	0	1	1	1	1	1	1	1	1	0	1	1	0	1	0	1	1	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	1	1	1	0	1	0	1	1	1	0	0	0	0
Kingella kingae	1	0	1	0	1	1	1	1	0	0	0	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	1	0	1	0	1	0	0
Candidatus Nitrospira inopinata	1	1	0	0	1	1	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	1	1	1	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	1	1	1	0	0	1	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	0
Helicobacter typhlonius	1	0	1	0	1	1	1	1	0	0	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	1	1	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	1	0	1	0	0	0	0
Paenibacillus naphthalenovorans	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	1	1	0	0	1	0	1	1	1	1	0	0	0
Paenibacillus sp. 32O-W	1	1	1	1	1	1	1	1	0	0	1	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	1	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	1	0	1	1	1	0	0
Pandoraea norimbergensis	1	1	1	1	1	1	0	1	0	0	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	1	0	1	0	0	1	1	0	0	1	1	0	0	0	0	0	0	1	1	0	0	1	1	1	0	0	0	0	1	1	1	1	0	0	1	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1	0	0
Planococcus kocurii	1	0	1	1	1	1	1	0	0	0	0	1	0	1	1	1	0	0	1	0	1	1	1	1	0	0	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	1	0	1	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	1	1	0	0	1	0	1	1	1	0	1	0	0
Lacimicrobium alkaliphilum	1	0	1	1	1	1	1	0	0	1	1	1	0	1	0	1	0	0	1	0	1	1	1	1	0	0	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	1	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1	0	1
Paucibacter sp. KCTC 42545	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1	1	1	1	0	0	1	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	0	0	0
Methanobrevibacter millerae	1	0	0	0	1	1	1	1	1	0	0	1	0	1	1	0	0	1	1	1	1	1	0	1	0	0	0	1	1	1	0	1	1	1	0	0	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	0	0	0	0	0	1	0	1	1	0	1	1	1	1	0	1	1	0	0	1	0	0	0	0	1	0	1	1	1	1	1	0	0	0	1	1	0	1	0	0	1	0	0	0	1	1	0	1	0	0	0	1	0	0	1	1	1	1	1	0	0	1	0	1	0	0	0	0
Eubacterium limosum	1	0	0	0	1	1	1	0	1	0	1	1	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1	0	1	1	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	0	0	1	1	1	0	1	0	0
Kocuria flava	1	1	1	1	1	1	1	0	0	0	1	1	0	1	1	1	0	0	1	0	1	1	1	1	0	0	0	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	1	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	1	0	0	1	1	1	0	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0	1	1	1	1	1	0	1	1	1	1	1	0	1
Pseudoalteromonas rubra	1	1	1	1	1	1	1	0	0	0	0	1	0	1	0	1	0	0	1	0	0	1	1	1	0	0	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	1	1	0	1	1	0	1	1	1	0	1	0	0
Tenacibaculum dicentrarchi	1	0	1	1	1	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	1	1	0	0	1	1	1	1	1	1	0	0	1	1	1	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	1	1	1	0	1	0	1	0	1	0	0	0	0
Roseateles depolymerans	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	1	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1	0	0
Herbaspirillum rubrisubalbicans M1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	1	0	1	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	1	1	1	0	0	1	0	0	1	0	1	1	1	1	1	1	0	1	1	1	1	1	0	1
Carnobacterium sp. CP1	1	1	0	0	1	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
Pannonibacter phragmitetus	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	1	0	0	1	0	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1
Streptomyces sp. CdTB01	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	1	0	1	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	1	1	0	0	0	0	1	1	1	1	0	0	1	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1	0	1
Pseudarthrobacter sulfonivorans	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	1	1	0	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	1	1	1	0	0
